Content,EventTemplate,IsInTrain,Dataset
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
icache prefetch depth....................0,icache prefetch depth....................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
minus normalized number..................0,minus normalized number..................<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
instruction address space.........0,instruction address space.........<*>,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
critical input interrupt enable...0,critical input interrupt enable...<*>,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 12 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 12 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 12 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57673: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:53591: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,yes,BGL
