Content,EventTemplate,IsInTrain,Dataset,ZsMistralExtractedTemplate,FsMistralExtractedTemplate,FTMistralExtractedTemplate,ZSGPT4ExtractedTemplate,FSGPT4ExtractedTemplate
New ido chip inserted into the database: FF:F2:9F:15:1F:72:00:0D:60:EA:E0:8D ip=10.7.0.13 v=9 t=2,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,no-FT,BGL,<*> inserted into the database: <*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:
debug wait enable.................0,debug wait enable.................<*>,no-FT,BGL,0,debug wait enable.................0Extracted template: debug wait enable.................<*>,debug wait enable.................<*>,debug wait enable.................<*>,debug wait enable.................<*>
debug wait enable.................0,debug wait enable.................<*>,no-FT,BGL,0,debug wait enable.................0Extracted template: debug wait enable.................<*>,debug wait enable.................<*>,debug wait enable.................<*>,debug wait enable.................<*>
debug wait enable.................0,debug wait enable.................<*>,no-FT,BGL,0,debug wait enable.................0Extracted template: debug wait enable.................<*>,debug wait enable.................<*>,debug wait enable.................<*>,debug wait enable.................<*>
byte ordering exception.....................0,byte ordering exception.....................<*>,no-FT,BGL,<*>.....................0,Template: byte ordering exception.....................<*>,byte ordering exception.....................<*>,byte ordering exception.....................<*>,byte ordering exception.....................<*>
byte ordering exception.....................0,byte ordering exception.....................<*>,no-FT,BGL,<*>.....................0,Template: byte ordering exception.....................<*>,byte ordering exception.....................<*>,byte ordering exception.....................<*>,byte ordering exception.....................<*>
byte ordering exception.....................0,byte ordering exception.....................<*>,no-FT,BGL,<*>.....................0,Template: byte ordering exception.....................<*>,byte ordering exception.....................<*>,byte ordering exception.....................<*>,byte ordering exception.....................<*>
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,no-FT,BGL,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit,Node card status: no ALERTs are active. Clock Mode is <*>. Clock Select is <*>. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is <*>. Clock Select is <*>. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,no-FT,BGL,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit,Node card status: no ALERTs are active. Clock Mode is <*. Clock Select is <*. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is <*. Clock Select is <*. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,no-FT,BGL,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit,Node card status: no ALERTs are active. Clock Mode is <*>. Clock Select is <*>. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is <*>. Clock Select is <*>. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.
risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,no-FT,HPC,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>Extracted template: risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <*>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>
risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,no-FT,HPC,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>Extracted template: risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <*>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>
risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,no-FT,HPC,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>Extracted template: risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <*>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>
running,running,no-FT,HPC,<*>,running,running,running,running
running,running,no-FT,HPC,<*>,running,running,running,running
running,running,no-FT,HPC,<*>,running,running,running,running
blocked,blocked,no-FT,HPC,<*>,blocked,blocked,blocked,blocked
blocked,blocked,no-FT,HPC,<*>,blocked,blocked,blocked,blocked
blocked,blocked,no-FT,HPC,<*>,blocked,blocked,blocked,blocked
NIFF: node node-120 has detected an available network connection on network 5.5.226.0 via interface alt0,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,no-FT,HPC,NIFF: node node-120 has detected an available network connection on network 5.5.226.0 via interface alt0,NIFF: node node-120 has detected an available network connection on network 5.5.226.0 via interface alt0Extracted template: NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>
NIFF: node node-240 has detected an available network connection on network 5.5.224.0 via interface alt0,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,no-FT,HPC,NIFF: node node-240 has detected an available network connection on network 5.5.224.0 via interface alt0,NIFF: node node-240 has detected an available network connection on network 5.5.224.0 via interface alt0Extracted template: NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>
NIFF: node node-106 has detected an available network connection on network 0.0.0.0 via interface alt0,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,no-FT,HPC,NIFF: node node-106 has detected an available network connection on network 0.0.0.0 via interface alt0,NIFF: node node-106 has detected an available network connection on network 0.0.0.0 via interface alt0Extracted template: NIFF: node <*> has detected an available network connection on network <*> via interface <*><,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>
warning,warning,no-FT,HPC,,"warning     =     ,     LOGIN     chdir(<*>)     failed:     No such file at <*>:<*> point [<*>],     connect to proxy <*>:<*> to renew session (<*>)<|",warning,<warning>,warning
warning,warning,no-FT,HPC,,"warning     =     ,     LOGIN     chdir(<*>)     failed:     No such file at <*>:<*> point [<*>],     connect to proxy <*>:<*> to renew session (<*>)<|",warning,<warning>,warning
warning,warning,no-FT,HPC,,"warning     =     ,     LOGIN     chdir(<*>)     failed:     No such file at <*>:<*> point [<*>],     connect to proxy <*>:<*> to renew session (<*>)<|",warning,<warning>,warning
Failed subcommands 3406,Failed subcommands <*>,no-FT,HPC,Failed subcommands <*>,Failed subcommands 3406Extracted template: Failed subcommands <*>,Failed subcommands <*>,Failed subcommands <*>,Failed subcommands <*>
Failed subcommands 3406,Failed subcommands <*>,no-FT,HPC,Failed subcommands <*>,Failed subcommands 3406Extracted template: Failed subcommands <*>,Failed subcommands <*>,Failed subcommands <*>,Failed subcommands <*>
Failed subcommands 3406,Failed subcommands <*>,no-FT,HPC,Failed subcommands <*>,Failed subcommands 3406Extracted template: Failed subcommands <*>,Failed subcommands <*>,"""Failed subcommands <*>""",Failed subcommands <*>
boot  (command 3334),boot  (command <*>),no-FT,HPC,<*> (command <*> ),boot  (command 3334)     Template: boot  (command <*>),boot  (command <*>),boot  (command <*>),boot  (command <*>)
boot  (command 3194),boot  (command <*>),no-FT,HPC,<*> (command <*> ),boot  (command 3194)     Template: boot  (command <*>),boot  (command <*>),boot  (command <*>),boot  (command <*>)
boot  (command 2550),boot  (command <*>),no-FT,HPC,<*> (command 2550),boot  (command 2550)     Template: boot  (command <*>),boot  (command <*>),boot  (command <*>),boot  (command <*>)
ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,no-FT,HPC,ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,ClusterFileSystem: There is no server for ServerFileSystem domain storage1144Extracted template: ClusterFileSystem: There is no server for ServerFileSystem domain <*>,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,ClusterFileSystem: There is no server for ServerFileSystem domain <*>
ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,no-FT,HPC,ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,ClusterFileSystem: There is no server for ServerFileSystem domain storage1311Extracted template: ClusterFileSystem: There is no server for ServerFileSystem domain <*>,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,ClusterFileSystem: There is no server for ServerFileSystem domain <*>
